Name,Dealer Page Link,List Address,Phone,Website,Inventory Count,Score,Review Count,Business Hours,State,Website Provider,Website Phone,Website Email,Chat Widget,Dealer Type,Google Map Phone,Google Map Website,google maps url,Website Enrichment Notes
Classic Volkswagen,https://www.cargurus.com/Cars/m-Classic-Volkswagen-sp62457,"8465 Tyler Blvd, Mentor, OH 44060 (87 mi)",(440) 703-6613,https://www.driveclassicvw.com/,155,5,1,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(440) 205-6500,https://www.driveclassicvw.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/search/?api=1&query=Classic%20Volkswagen%208465%20Tyler%20Blvd%2C%20Mentor%2C%20OH%2044060%20%2887%20mi%29,Website could not be loaded
Classic Cadillac,https://www.cargurus.com/Cars/m-Classic-Cadillac-sp326543,"8470 Tyler Blvd, Mentor, OH 44060 (87 mi)",(440) 703-6928,https://www.driveclassiccadillac.com/,64,4,4,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(440) 255-6955,https://www.driveclassiccadillac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales,https://www.google.com/maps/search/?api=1&query=Classic%20Cadillac%208470%20Tyler%20Blvd%2C%20Mentor%2C%20OH%2044060%20%2887%20mi%29,Website could not be loaded
Genesis of Mentor,https://www.cargurus.com/Cars/m-Genesis-of-Mentor-sp451213,"8494 Tyler Blvd, Mentor, OH 44060 (87 mi)",(440) 636-8957,https://www.genesisofmentor.com/,246,3.4,5,Not Specified,Ohio,,,,,franchise,(440) 701-2165,,https://www.google.com/maps/search/?api=1&query=Genesis%20of%20Mentor%208494%20Tyler%20Blvd%2C%20Mentor%2C%20OH%2044060%20%2887%20mi%29,Website could not be loaded
Clawson Auto Sales,https://www.cargurus.com/Cars/m-Clawson-Auto-Sales-sp399349,"62 W 14 Mile Rd, Clawson, MI 48017 (87 mi)",(586) 571-8384,https://www.clawsonautosales.com/,27,5,1,WED 9:30 AM-6:00 PM MON 9:30 AM-6:00 PM THU 9:30 AM-6:00 PM TUE 9:30 AM-6:00 PM FRI 9:30 AM-6:00 PM SAT 10:00 AM-3:00 PM,Ohio,,,,,private,(248) 965-3244,http://www.clawsonautosales.com/,https://www.google.com/maps/search/?api=1&query=Clawson%20Auto%20Sales%2062%20W%2014%20Mile%20Rd%2C%20Clawson%2C%20MI%2048017%20%2887%20mi%29,Website could not be loaded
Classic Toyota,https://www.cargurus.com/Cars/m-Classic-Toyota-sp54641,"8510 Tyler Blvd., Mentor, OH 44060 (87 mi)",(440) 659-1228,http://www.driveclassictoyota.com,234,4.6,10,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(440) 205-6300,http://www.driveclassictoyota.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/search/?api=1&query=Classic%20Toyota%208510%20Tyler%20Blvd.%2C%20Mentor%2C%20OH%2044060%20%2887%20mi%29,Website could not be loaded
Classic Ford,https://www.cargurus.com/Cars/m-Classic-Ford-sp57311,"8540 Tyler Blvd, Mentor, OH 44060 (87 mi)",(440) 701-5922,http://www.classicfordmentor.com/,205,4.38,8,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(440) 266-3000,https://www.classicfordmentor.com/,https://www.google.com/maps/search/?api=1&query=Classic%20Ford%208540%20Tyler%20Blvd%2C%20Mentor%2C%20OH%2044060%20%2887%20mi%29,Website could not be loaded
Honda of Mentor,https://www.cargurus.com/Cars/m-Honda-of-Mentor-sp290559,"8555 Market St, Mentor, OH 44060 (87 mi)",Not Specified,Not Specified,231,0,0,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-8:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(440) 482-8409,https://www.hondaofmentor.com/?utm_source=google&utm_medium=organic&utm_campaign=gmbsales,https://www.google.com/maps/search/?api=1&query=Honda%20of%20Mentor%208555%20Market%20St%2C%20Mentor%2C%20OH%2044060%20%2887%20mi%29,No dealer website provided
Auto Rennen Cars,https://www.cargurus.com/Cars/m-Auto-Rennen-Cars-sp451764,"649 Minnesota Ave, Troy, MI 48083 (87 mi)",(313) 634-1165,https://www.autorennencars.com,5,5,1,WED 11:00 AM-7:00 PM MON 11:00 AM-7:00 PM THU 11:00 AM-7:00 PM TUE 11:00 AM-7:00 PM FRI 11:00 AM-7:00 PM,Ohio,,,,,private,(419) 253-5267,,https://www.google.com/maps/search/?api=1&query=Auto%20Rennen%20Cars%20649%20Minnesota%20Ave%2C%20Troy%2C%20MI%2048083%20%2887%20mi%29,Website could not be loaded
Suburban Ford of Troy,https://www.cargurus.com/Cars/m-Suburban-Ford-of-Troy-sp56349,"777 John R Road, Troy, MI 48083 (87 mi)",(844) 620-1559,https://www.suburbanfordoftroy.com/,305,4.31,13,WED 9:00 AM-6:00 PM MON 9:00 AM-9:00 PM THU 9:00 AM-9:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 10:00 AM-3:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Suburban%20Ford%20of%20Troy%20777%20John%20R%20Road%2C%20Troy%2C%20MI%2048083%20%2887%20mi%29,Website could not be loaded
Audi Mentor,https://www.cargurus.com/Cars/m-Audi-Mentor-sp283795,"8599 Market St, Mentor, OH 44060 (87 mi)",Not Specified,Not Specified,128,0,0,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(440) 951-1040,https://www.audimentor.com/?utm_source=google&utm_medium=organic&utm_campaign=gmbsales,https://www.google.com/maps/search/?api=1&query=Audi%20Mentor%208599%20Market%20St%2C%20Mentor%2C%20OH%2044060%20%2887%20mi%29,No dealer website provided
Via Roma Auto Sales,https://www.cargurus.com/Cars/m-Via-Roma-Auto-Sales-sp387649,"2810 Cleveland Ave, Columbus, OH 43224 (87 mi)",(614) 392-8654,http://www.viaromaautosales.com,34,4.33,6,WED 10:00 AM-6:00 PM MON 10:00 AM-6:00 PM THU 10:00 AM-6:00 PM TUE 10:00 AM-6:00 PM FRI 10:00 AM-6:00 PM SAT 10:00 AM-6:00 PM,Ohio,,,,,private,(614) 622-2343,http://viaromaautosales.com/,https://www.google.com/maps/search/?api=1&query=Via%20Roma%20Auto%20Sales%202810%20Cleveland%20Ave%2C%20Columbus%2C%20OH%2043224%20%2887%20mi%29,Website could not be loaded
Diamond Auto Group,https://www.cargurus.com/Cars/m-Diamond-Auto-Group-sp458030,"34335 S Gratiot Ave, Clinton Twp, MI 48035 (87 mi)",(586) 371-8020,https://www.diamondautogroup.net/,15,5,1,Not Specified,Ohio,,,,,private,(586) 741-6017,https://diamondautogroup.net/,https://www.google.com/maps/search/?api=1&query=Diamond%20Auto%20Group%2034335%20S%20Gratiot%20Ave%2C%20Clinton%20Twp%2C%20MI%2048035%20%2887%20mi%29,Website could not be loaded
Buckeye Nissan,https://www.cargurus.com/Cars/m-Buckeye-Nissan-sp65808,"3820 Parkway Ln, Hilliard, OH 43026 (87 mi)",Not Specified,Not Specified,204,0,0,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM SUN 12:00 PM-5:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-7:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(614) 771-2345,https://www.buckeyenissan.com/#utm_source=Google%20Business&utm_medium=Organic&utm_campaign=GMB%20Traffic,https://www.google.com/maps/search/?api=1&query=Buckeye%20Nissan%203820%20Parkway%20Ln%2C%20Hilliard%2C%20OH%2043026%20%2887%20mi%29,No dealer website provided
614 Automobile Corp,https://www.cargurus.com/Cars/m-614-Automobile-Corp-sp463912,"919 E Weber Rd, Columbus, OH 43211 (87 mi)",(888) 572-5650,https://www.614automobile.com/inventory/,11,5,1,WED 10:00 AM-5:30 PM MON 10:00 AM-5:30 PM THU 10:00 AM-5:30 PM TUE 10:00 AM-5:30 PM FRI 10:00 AM-5:30 PM SAT 11:00 AM-6:00 PM,Ohio,,,,,private,(614) 796-9270,http://www.614automobile.com/,https://www.google.com/maps/search/?api=1&query=614%20Automobile%20Corp%20919%20E%20Weber%20Rd%2C%20Columbus%2C%20OH%2043211%20%2887%20mi%29,Website could not be loaded
R Tony Auto Sales,https://www.cargurus.com/Cars/m-R-Tony-Auto-Sales-sp408666,"34470 S Gratiot Ave, Clinton Township, MI 48035 (87 mi)",(586) 745-3542,http://rtonyautosales.com/,47,0,0,WED 10:00 AM-6:00 PM MON 10:00 AM-6:00 PM THU 10:00 AM-6:00 PM TUE 10:00 AM-6:00 PM FRI 10:00 AM-6:00 PM SAT 10:00 AM-3:00 PM,Ohio,DealerCenter,+15868462668,,,private,(586) 846-2668,https://www.rtonyautosales.com/,https://www.google.com/maps/search/?api=1&query=R%20Tony%20Auto%20Sales%2034470%20S%20Gratiot%20Ave%2C%20Clinton%20Township%2C%20MI%2048035%20%2887%20mi%29,Email address not found on website
MYST AUTO,https://www.cargurus.com/Cars/m-MYST-AUTO-sp448410,"1173 Combermere Drive, Troy, MI 48083 (87 mi)",(248) 800-8066,https://www.myst-auto.com,26,3.75,4,WED 11:00 AM-7:00 PM MON 11:00 AM-7:00 PM THU 11:00 AM-7:00 PM TUE 11:00 AM-7:00 PM FRI 11:00 AM-7:00 PM SAT 11:00 AM-7:00 PM,Ohio,,,,,private,(248) 850-8010,http://www.myst-auto.com/,https://www.google.com/maps/search/?api=1&query=MYST%20AUTO%201173%20Combermere%20Drive%2C%20Troy%2C%20MI%2048083%20%2887%20mi%29,Website could not be loaded
Envy Auto Group,https://www.cargurus.com/Cars/m-Envy-Auto-Group-sp434805,"2545 Industrial Row Drive, Troy, MI 48084 (88 mi)",(586) 460-4877,https://www.envyautogroup.com/,35,3,2,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-3:00 PM,Ohio,eBizAutos,+15869442717,,,private,(586) 944-2717,http://www.envyautogroup.com/,https://www.google.com/maps/search/?api=1&query=Envy%20Auto%20Group%202545%20Industrial%20Row%20Drive%2C%20Troy%2C%20MI%2048084%20%2888%20mi%29,Email address not found on website
St. Marys Auto Sales,https://www.cargurus.com/Cars/m-St-Marys-Auto-Sales-sp285730,"5092 Cemetery Rd, Hilliard, OH 43026 (88 mi)",(614) 992-7648,https://www.stmaryautosales.com/,50,4.75,8,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-7:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,private,(614) 714-4340,https://www.stmaryautosales.com/,https://www.google.com/maps/search/?api=1&query=St.%20Marys%20Auto%20Sales%205092%20Cemetery%20Rd%2C%20Hilliard%2C%20OH%2043026%20%2888%20mi%29,Website could not be loaded
Platinum Motorcars,https://www.cargurus.com/Cars/m-Platinum-Motorcars-sp308395,"1090 S Adams Rd, Birmingham, MI 48009 (88 mi)",Not Specified,Not Specified,12,4,2,WED 9:00 AM-5:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-5:00 PM FRI 9:00 AM-5:00 PM SAT 10:00 AM-3:00 PM,Ohio,,,,,private,,,https://www.google.com/maps/search/?api=1&query=Platinum%20Motorcars%201090%20S%20Adams%20Rd%2C%20Birmingham%2C%20MI%2048009%20%2888%20mi%29,No dealer website provided
LC Auto Group,https://www.cargurus.com/Cars/m-LC-Auto-Group-sp462145,"1460 Rochester Rd, Troy, MI 48083 (88 mi)",(248) 609-4672,https://www.lcautogroup.com/,17,4,2,Not Specified,Ohio,,+12486028571,sales@lcautogroup.net,,private,(248) 602-8571,,https://www.google.com/maps/search/?api=1&query=LC%20Auto%20Group%201460%20Rochester%20Rd%2C%20Troy%2C%20MI%2048083%20%2888%20mi%29,Website provider not detected on site
Auto Europe Sales,https://www.cargurus.com/Cars/m-Auto-Europe-Sales-sp311858,"677 S Eton St, Birmingham, MI 48009 (88 mi)",Not Specified,Not Specified,9,0,0,WED 7:00 AM-6:00 PM MON 7:00 AM-6:00 PM THU 7:00 AM-6:00 PM TUE 7:00 AM-6:00 PM FRI 7:00 AM-6:00 PM,Ohio,,,,,private,,,https://www.google.com/maps/search/?api=1&query=Auto%20Europe%20Sales%20677%20S%20Eton%20St%2C%20Birmingham%2C%20MI%2048009%20%2888%20mi%29,No dealer website provided
Moran Chevrolet,https://www.cargurus.com/Cars/m-Moran-Chevrolet-sp49806,"35500 S Gratiot Ave, Clinton Township, MI 48035 (88 mi)",(586) 501-8038,http://www.moranchevrolet.com/,1242,4.8,5,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM,Ohio,,,,,franchise,(586) 307-6209,,https://www.google.com/maps/search/?api=1&query=Moran%20Chevrolet%2035500%20S%20Gratiot%20Ave%2C%20Clinton%20Township%2C%20MI%2048035%20%2888%20mi%29,Website could not be loaded
Ken Ganley Kia Mentor,https://www.cargurus.com/Cars/m-Ken-Ganley-Kia-Mentor-sp298559,"9090 Mentor Avenue, Mentor, OH 44060 (88 mi)",Not Specified,Not Specified,567,4.67,3,WED 9:00 AM-6:30 PM MON 9:00 AM-6:30 PM THU 9:00 AM-6:30 PM TUE 9:00 AM-6:30 PM FRI 9:00 AM-6:30 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(440) 953-1000,https://www.kenganleykiamentor.com/,https://www.google.com/maps/search/?api=1&query=Ken%20Ganley%20Kia%20Mentor%209090%20Mentor%20Avenue%2C%20Mentor%2C%20OH%2044060%20%2888%20mi%29,No dealer website provided
Bill Dovell Motor Car,https://www.cargurus.com/Cars/m-Bill-Dovell-Motor-Car-sp384666,"2565 Indianola Avenue, Columbus, OH 43202 (88 mi)",Not Specified,Not Specified,2,0,0,Not Specified,Ohio,,,,,private,(614) 983-1038,http://resalemercedes.com/,https://www.google.com/maps/search/?api=1&query=Bill%20Dovell%20Motor%20Car%202565%20Indianola%20Avenue%2C%20Columbus%2C%20OH%2043202%20%2888%20mi%29,No dealer website provided
Axtell Motors,https://www.cargurus.com/Cars/m-Axtell-Motors-sp451246,"1927 Heide Dr, Troy, MI 48084 (88 mi)",(248) 965-1366,https://www.axtellmotors.com/,13,0,0,WED 9:00 AM-5:00 PM MON 9:00 AM-5:00 PM THU 9:00 AM-5:00 PM TUE 9:00 AM-5:00 PM FRI 9:00 AM-5:00 PM,Ohio,,,,,private,(248) 490-5477,https://www.axtellmotors.com/contact,https://www.google.com/maps/search/?api=1&query=Axtell%20Motors%201927%20Heide%20Dr%2C%20Troy%2C%20MI%2048084%20%2888%20mi%29,Website could not be loaded
Crest Lincoln,https://www.cargurus.com/Cars/m-Crest-Lincoln-sp156561,"36200 Van Dyke Ave, Sterling Heights, MI 48312 (88 mi)",Not Specified,Not Specified,68,4.89,9,WED 9:00 AM-6:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM,Ohio,,,,,franchise,(866) 418-6513,https://www.crestlincoln.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,https://www.google.com/maps/search/?api=1&query=Crest%20Lincoln%2036200%20Van%20Dyke%20Ave%2C%20Sterling%20Heights%2C%20MI%2048312%20%2888%20mi%29,No dealer website provided
Golling Alfa Romeo,https://www.cargurus.com/Cars/m-Golling-Alfa-Romeo-sp375672,"34500 Woodward Ave, Birmingham, MI 48009 (88 mi)",(256) 602-9187,https://www.alfaromeoofbirmingham.com/,81,5,1,WED 9:00 AM-6:00 PM MON 9:00 AM-6:00 PM THU 9:00 AM-6:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 10:00 AM-3:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Golling%20Alfa%20Romeo%2034500%20Woodward%20Ave%2C%20Birmingham%2C%20MI%2048009%20%2888%20mi%29,Website could not be loaded
Suburban Buick GMC of Troy,https://www.cargurus.com/Cars/m-Suburban-Buick-GMC-of-Troy-sp280229,"1850 W Maple Rd, Troy, MI 48084 (88 mi)",(248) 963-6660,https://www.suburbanbuickgmcoftroy.com/,547,3.83,24,WED 9:00 AM-5:00 PM MON 9:00 AM-5:00 PM THU 9:00 AM-5:00 PM TUE 9:00 AM-5:00 PM FRI 9:00 AM-5:00 PM SAT 10:00 AM-3:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Suburban%20Buick%20GMC%20of%20Troy%201850%20W%20Maple%20Rd%2C%20Troy%2C%20MI%2048084%20%2888%20mi%29,Website could not be loaded
Lincoln of Troy,https://www.cargurus.com/Cars/m-Lincoln-of-Troy-sp345138,"1950 W Maple Rd, Troy, MI 48084 (88 mi)",(260) 568-7088,https://www.lincolnoftroy.com/,18,3.5,2,WED 8:30 AM-6:00 PM MON 8:30 AM-7:00 PM THU 8:30 AM-7:00 PM TUE 8:30 AM-6:00 PM FRI 8:30 AM-6:00 PM,Ohio,,,,,franchise,(779) 329-2480,,https://www.google.com/maps/search/?api=1&query=Lincoln%20of%20Troy%201950%20W%20Maple%20Rd%2C%20Troy%2C%20MI%2048084%20%2888%20mi%29,Website could not be loaded
Suburban Toyota of Troy,https://www.cargurus.com/Cars/m-Suburban-Toyota-of-Troy-sp54459,"2100 W Maple Rd, Troy, MI 48084 (88 mi)",(947) 333-4183,https://www.suburbantoyotaoftroy.com,99,3.73,15,WED 9:00 AM-5:00 PM MON 9:00 AM-5:00 PM THU 9:00 AM-5:00 PM TUE 9:00 AM-5:00 PM FRI 9:00 AM-5:00 PM SAT 10:00 AM-3:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Suburban%20Toyota%20of%20Troy%202100%20W%20Maple%20Rd%2C%20Troy%2C%20MI%2048084%20%2888%20mi%29,Website could not be loaded
Precise Motors,https://www.cargurus.com/Cars/m-Precise-Motors-sp403880,"5029 Walnut Street South, South Bloomfield, OH 43103 (9 mi)",(740) 908-4610,http://precisemotorsohio.com/,40,4.73,11,WED 9:00 AM-6:00 PM MON 9:00 AM-6:00 PM THU 9:00 AM-6:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 10:00 AM-5:00 PM,Ohio,,,,,private,(740) 954-3877,,https://www.google.com/maps/search/?api=1&query=Precise%20Motors%205029%20Walnut%20Street%20South%2C%20South%20Bloomfield%2C%20OH%2043103%20%289%20mi%29,Website could not be loaded
Coughlin Circleville GM Ford,https://www.cargurus.com/Cars/m-Coughlin-Circleville-GM-Ford-sp57262,"24001 Us Highway 23, Circleville, OH 43113 (18 mi)",(740) 720-2903,https://www.coughlincirclevillegm.com/,239,5,1,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(740) 334-4042,,https://www.google.com/maps/search/?api=1&query=Coughlin%20Circleville%20GM%20Ford%2024001%20Us%20Highway%2023%2C%20Circleville%2C%20OH%2043113%20%2818%20mi%29,Website could not be loaded
8-11 Motor Group,https://www.cargurus.com/Cars/m-8-11-Motor-Group-sp454153,"1966 Heide Dr, Troy, MI 48084 (88 mi)",(248) 617-8369,https://www.8-11motorgroup.com/,21,0,0,WED 9:00 AM-4:00 PM MON 9:00 AM-4:00 PM THU 9:00 AM-4:00 PM TUE 9:00 AM-4:00 PM FRI 9:00 AM-4:00 PM,Ohio,,,,,private,(248) 817-9677,https://www.8-11motorgroup.com/?utm_source=gmb_profile&utm_medium=organic&utm_source=gmb_profile&utm_medium=organic,https://www.google.com/maps/search/?api=1&query=8-11%20Motor%20Group%201966%20Heide%20Dr%2C%20Troy%2C%20MI%2048084%20%2888%20mi%29,Website could not be loaded
"John-Glenn Auto Sales, INC",https://www.cargurus.com/Cars/m-John-Glenn-Auto-Sales-INC-sp308064,"24897 US Hwy 23 Unit C, Circleville, OH 43113 (19 mi)",(614) 664-8961,https://www.john-glennautosales.com/,11,5,2,Not Specified,Ohio,,,,,private,(614) 714-4485,,https://www.google.com/maps/search/?api=1&query=John-Glenn%20Auto%20Sales%2C%20INC%2024897%20US%20Hwy%2023%20Unit%20C%2C%20Circleville%2C%20OH%2043113%20%2819%20mi%29,Website could not be loaded
Dorian Ford,https://www.cargurus.com/Cars/m-Dorian-Ford-sp156550,"35900 S Gratiot Ave, Clinton Township, MI 48035 (88 mi)",Not Specified,Not Specified,600,5,1,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,franchise,(586) 792-4100,https://www.dorianford.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,https://www.google.com/maps/search/?api=1&query=Dorian%20Ford%2035900%20S%20Gratiot%20Ave%2C%20Clinton%20Township%2C%20MI%2048035%20%2888%20mi%29,No dealer website provided
Tom Whiteside Chrysler Dodge Jeep Ram,https://www.cargurus.com/Cars/m-Tom-Whiteside-Chrysler-Dodge-Jeep-Ram-sp308071,"15921 Us-62, Mount Sterling, OH 43143 (22 mi)",(740) 759-3249,https://www.whitesidecars.com/,108,4.33,6,WED 8:00 AM-6:00 PM MON 8:00 AM-6:00 PM THU 8:00 AM-6:00 PM TUE 8:00 AM-6:00 PM FRI 8:00 AM-5:30 PM SAT 9:00 AM-2:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Tom%20Whiteside%20Chrysler%20Dodge%20Jeep%20Ram%2015921%20Us-62%2C%20Mount%20Sterling%2C%20OH%2043143%20%2822%20mi%29,Website could not be loaded
Dean Sellers Ford Inc,https://www.cargurus.com/Cars/m-Dean-Sellers-Ford-Inc-sp155875,"2600 W Maple Rd, Troy, MI 48084 (88 mi)",(248) 963-6617,http://sellersford.com/,495,5,2,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM,Ohio,,,,,franchise,(248) 665-8836,,https://www.google.com/maps/search/?api=1&query=Dean%20Sellers%20Ford%20Inc%202600%20W%20Maple%20Rd%2C%20Troy%2C%20MI%2048084%20%2888%20mi%29,Website could not be loaded
Coughlin Automotive of London,https://www.cargurus.com/Cars/m-Coughlin-Automotive-of-London-sp298437,"255 Lafayette Rd, London, OH 43140 (28 mi)",(267) 613-9278,http://www.coughlinauto.com,220,4.4,10,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-5:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,private,(866) 240-4582,,https://www.google.com/maps/search/?api=1&query=Coughlin%20Automotive%20of%20London%20255%20Lafayette%20Rd%2C%20London%2C%20OH%2043140%20%2828%20mi%29,Website could not be loaded
City of Cars,https://www.cargurus.com/Cars/m-City-of-Cars-sp318473,"1695 Stutz Drive, Troy, MI 48084 (88 mi)",(248) 963-5899,http://www.cityofcars.com/,69,4,3,WED 9:00 AM-6:00 PM MON 9:00 AM-6:00 PM THU 9:00 AM-6:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 10:00 AM-2:00 PM,Ohio,Overfuel,+12484581500,,,private,(248) 458-1500,http://www.cityofcars.com/?utm_source=google&utm_medium=organic&utm_campaign=GBP,https://www.google.com/maps/search/?api=1&query=City%20of%20Cars%201695%20Stutz%20Drive%2C%20Troy%2C%20MI%2048084%20%2888%20mi%29,Email address not found on website
Herrnstein Hyundai,https://www.cargurus.com/Cars/m-Herrnstein-Hyundai-sp276705,"2827 River Road, Chillicothe, OH 45601 (31 mi)",(740) 273-8550,https://www.herrnsteinhyundai.com/,276,4,3,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-8:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(740) 779-6555,,https://www.google.com/maps/search/?api=1&query=Herrnstein%20Hyundai%202827%20River%20Road%2C%20Chillicothe%2C%20OH%2045601%20%2831%20mi%29,Website could not be loaded
Hale Automotive Team,https://www.cargurus.com/Cars/m-Hale-Automotive-Team-sp454282,"1694 Maxwell Dr, Troy, MI 48084 (88 mi)",(248) 949-2246,https://www.drivehale.com/,33,5,6,Not Specified,Ohio,,,,,private,(248) 533-0030,http://www.drivehale.com/,https://www.google.com/maps/search/?api=1&query=Hale%20Automotive%20Team%201694%20Maxwell%20Dr%2C%20Troy%2C%20MI%2048084%20%2888%20mi%29,Website could not be loaded
Suburban Subaru of Troy,https://www.cargurus.com/Cars/m-Suburban-Subaru-of-Troy-sp373243,"1821 Maplelawn Drive, Troy, MI 48084 (88 mi)",Not Specified,Not Specified,258,0,0,WED 9:00 AM-5:00 PM MON 9:00 AM-5:00 PM THU 9:00 AM-5:00 PM TUE 9:00 AM-5:00 PM FRI 9:00 AM-5:00 PM SAT 10:00 AM-3:00 PM,Ohio,,,,,franchise,(248) 686-3882,https://www.suburbansubarutroy.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=sales,https://www.google.com/maps/search/?api=1&query=Suburban%20Subaru%20of%20Troy%201821%20Maplelawn%20Drive%2C%20Troy%2C%20MI%2048084%20%2888%20mi%29,No dealer website provided
John Hinderer Ford,https://www.cargurus.com/Cars/m-John-Hinderer-Ford-sp202778,"1700 Columbus Ave, Washington Court House, OH 43160 (33 mi)",(740) 697-5373,https://www.hindererford.net/,91,4.86,7,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(740) 519-8297,,https://www.google.com/maps/search/?api=1&query=John%20Hinderer%20Ford%201700%20Columbus%20Ave%2C%20Washington%20Court%20House%2C%20OH%2043160%20%2833%20mi%29,Website could not be loaded
Aston Martin Detroit,https://www.cargurus.com/Cars/m-Aston-Martin-Detroit-sp462003,"1820 Maplelawn Dr, Troy, MI 48084 (88 mi)",(248) 900-3171,https://www.astonmartinmichigan.com/,85,5,3,Not Specified,Ohio,,,,,franchise,(248) 430-9610,,https://www.google.com/maps/search/?api=1&query=Aston%20Martin%20Detroit%201820%20Maplelawn%20Dr%2C%20Troy%2C%20MI%2048084%20%2888%20mi%29,Website could not be loaded
